Tweet Id	Target	Stance	Opinion Towards	Sentiment	full_text
1288246098247680005	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@realDonaldTrump Trump lies, Americans die. Dr Fauci is our hero, he’s never surrendered to Trump & the WH pressure of concealing the truth, like the others. Dr Fauci has endured tremendous resistance to keeping us informed. Without Dr Fauci we would be blinded to the pandemic. #FauciHero
1278282059463774208	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	"When you are sick, listen to what your doctor told you what to do. This nation didn't do it , people are sick, they seek advise from politicians , they listen to dumb leaders, that is why the other country said about us: ""most American are stupid"" #DrFauci #coronavirus"
1282708174248620032	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	Trump and the White House are straight up publicly attacking the country's leading infectious disease expert during a #pandemic that has already killed nearly 140,000 Americans. Yup, that tracks. #COVID19 #DrFauci
1260256870939406342	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	
1246962733909782530	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@robreiner Seriously! Listen to #45 and NOT #DrFauci  by taking an unproven drug #Hydroxychloroquine if y’all want to for #coronavirus!!!  Yes....The very same guy who said “I’m not a doctor, I just use common sense”. 🤷🏽‍♀️#NoThankYou #DonaldTrump #WhiteHouseBriefings #briefing
1276633805797851136	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	#DrFauci is the one with the best advice as Pence and the task force try to protect the campaign instead of the people. Texas for example is a mess. #COVID19
1282859274490621952	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	Wear a damn mask. Take a chance and if the science is wrong then no harm BUT if the science is right - then you are responsible. Do the right thing. Wear a mask! #IStandWithFauci
1280627975910764544	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@CNNPolitics #DrFauci Yes we appreciatehim. #WearAMask #PhysicalDistancing
1272974435432218624	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	The last thing we heard from #DrFauci was his worst nightmare has occurred. That’s probably the last time we’ll here from him at all. #COVID19
1276645501048369152	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	pos	@CNNPolitics This goes beyond politics. This is a public health issue. I appreciate former Vice President Dick Cheney and Rep. Liz Cheney promoting mask wearing. Thank you! Great hashtag, too! #RealMenWearMasks #DrFauci #JoeBiden #DickCheney
1283849292537618432	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@Voice_OfReality @Acosta Fact: kids do get it and yes they died from it , only a stupid person who doesn't believe in science or how a deadly virus spreads / occurs would say something as stupid as what u just posted .  #FactsMatter #COVID19 #WearTheDamnMask #SocialDistancing #StayHomeSaveLives #DrFauci
1287992514301931520	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1282797944048160776	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	
1276827469467783168	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	PPL ask why 9/11 wasn't stopped. Just look at the lack of preparation and response from our government to #COVID19. Experts warned politicians about #terrorism, experts warned about #pandemics. This is our #WTC bombing. 9/11 will be the #SecondWave. Will we be ready?   #FauciHero
1280485213039181824	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	#DrFauci needs to be on every night talking to us about science, trends, status of vaccines & how to safely reopen. WE ARE IN A CRISIS. #BringBackCommonSense #SaveAmerica
1283720110801330177	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	.@GovKemp #TheDevillWentDownToGeorgia with your exec order banning local mask ordinances. Good luck, you’ll need it. #CovidBeWithYou #KempFailedGeorgia #TrumpFailedAmerica #ThankYouDrFauci
1244782713132859393	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1288436147455250433	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@danzu72 Good example of the fragile male ego.  He needs to get over it.  Dr. Fauci is more of a leader when it comes to  #COVID19.  He hasn’t politicized it like Trump has and his advice is consistent with what is known about the virus. #TrumpVirus  #TrumpDeathToll150K #FauciHero
1256296742087245829	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1287120870318776327	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	Plandemic banned conspiracy theory video attempting to discredit Dr. Fauci to air nationwide on local news via @WeAreSinclair .  Stop this dangerous plan, @AmerMedicalAssn #MedTwitter #IStandWithFauci
1245514172122701826	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1289443931525005317	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@usatodayDC @mehdirhasan He is saying politely that stupid Republicans (1st of all trump) refused to follow the rules regarding masks, social distancing etc. #fauci #FauciIsAHero
1260731318163259392	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1280932343721549824	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1249821131806302208	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@WhiteHouse @realDonaldTrump Too bad pos, pathological liar, corrupt criminal #donaldtrump and his kind are getting #DrFauci to sell his integrity and soul...smh....losing my respect.  #TrumpIsA_DANGER_ToAmerica  #TrumpLiesPeopleDie  #TrumpGenocide  #CoronavirusPandemic  #COVID19
1286262070166671360	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump Protests did not cause spikes. Black & Brown ppl didn’t cause spikes. You can blame, but it is your mismanagement. You said it was a hoax and politicized masks. Still don’t have testing. Still no plan. Where is #Fauci? Resign. #TrumpVirus #FauciIsAHero
1284985453603696640	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@JaniceDean Who should I trust on guidance about #COVID19? Meteorologist on Fox News or Director of The National Institute of Allergy and Infectious Diseases? #IstandWithDrFauci
1260555592902619142	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	To #RandPaul @RandPaul: A Kentucky child with #COVID19 is on a ventilator, not that you care. Btw, #DrFauci is to end-all as you are to slime.
1282840755661418496	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1284412857245827072	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	#COVID19 is the criminal in the shadows holding a gun to your head, Trump is the drunken idiot telling you the gun is empty and Dr. Fauci telling you it’s not worth risking your life. Who’re you gonna listen to? #TrumpFailsAmerica #trumpisafool #WearAMask #IStandWithFauci
1287156086060068865	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@RonDeSantisFL, good job. You FAILED Florida, because you are so busy pandering to a sociopath, @realDonaldTrump. All you had to do was order a state-wide mask requirement. But no, you had to run to daddy to decide what was right. COWARD! #Floridacoronavirus #FauciHero
1246965509687369729	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@afreedma @atrupar .@realDonaldTrump is hulking over #DrFauci the same way he did to @HillaryClinton. His bully baby bombastic stance is disgusting.  #Hydroxychloroquine #Fauci #Coronavirus #TrumpGenocide #Novartis #BoycottTrumpPressConferences #TrumpIsALoser #MondayMotivation #COVID19 #Trump #MAGA
1261064398292037632	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	
1281946057082101760	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@NoMoreWilpons Amen 👏 It's important to #SocialDistancing now so we can say adios to #COVID__19 I believe in #Science #DrFauci
1247288257865494530	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	Watching press conference on #COVID19 with @POTUS. It appears he is more interested in reporters being #nice and brown-nosing than offering #hope or #truth to the public. Only trust #DrFauci.
1260758932018135040	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	Today's Heroes.  #JudgeAmyBermanJackson #JudgeEmmettSullivan #DrFauci   & Especially  #DrFair   Today's Villains  @realDonaldTrump  @senatemajldr  @RandPaul   #TrumpOwnsEveryDeath  #TrumpGenocide  #COVID19
1289216271108714496	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	What's the meaning behind the #fauciwink? #supportpublichealth #wearamask #FauciHero
1251293796882616320	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	"This was the best #WhiteHousePressBriefing because the Big Baboon left the Brady Press Room, and allowed the people with brains to do the talking!  Thanks ""Mr. President!"" for your EXIT! #COVID19 #DrFauci #DrBirx Of course it’s not over yet. He still has time to be an ASSHOLE!"
1285536401333919746	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	@GMA @marykbruce Why do briefings?! I mean he wants to stop 🛑 the testing , we have so many cases of #COVID19 #IStandWithFauci
1282896583206424576	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	"@ReallyAmerican1 I work with someone who lives in China, who had assumed that the Chinese news about Americans going to crowded indoor places w/out masks was just ""anti-American propaganda,"" because, she said, ""I couldn't believe it! People just aren't that stupid!"" @CDC #IStandWithFauci"
1283014629942267906	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@TeamTrump @realDonaldTrump @kayleighmcenany Denies FBI. Denies CIA. Denies Pentagon. Denies Justice Dept. Denies Supreme Court. Denies Science. Denies Coronavirus task force.  Denies anybody who does not agree with him or won’t do as they’re told. #IStandWithFauci
1282879747618246656	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Can we just listen to the scientists, doctors and other heath experts instead of politician who don't know anything, PLEASE? The sooner we follow the rules and wear masks, the sooner it can return to normal. LISTEN TO DR.FAUCI. #IStandWithFauci
1280209549484412928	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1285582249744891907	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	Murder Alll Good Americans (MAGA)  #TrumpVirus #FauciIsAHero
1285590075854647296	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	im sorry, maybe i just dont get it..but sports team players get instant tests everyday while us regular peasants wait three weeks if they can even get one??? no no no.....  #COVID19 #Testing #FAIL #WeWantFauci #FauciIsAHero
1251952581003313152	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	#TestingNazis didn't hear #DrFauci say it makes no sense to test everyone. Those you test today could be infected tomorrow. Let's stop the #TestingTestingTesting bunk. #COVID19 #COVIDIOTS #MeetThePress
1282675732028637186	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@SenCoryGardner How about you protect #DrFauci too! since you like to toot your horn about how much the science community loves you, do them a solid and stand up to #COVIDIOT Chump and stand up for #FauciIsAHero
1282418952375853056	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Hostage interview of Adm Giroir - yeah sure, free open to say what he wants but got the White House attack #DrFauci talking points! Because Science does change as we learn more, you #Morons ! Only person I trust is #DrFauci ! #TrumpLiedAmericansDied     #MeetThePress #60Minutes
1246090452698312704	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@NBCNews Every time #DrFauci says what the public is thinking and agreeing with, puts him that much closer to being shown the door by #Trump. If Trump fires Dr Fauci, I hope there is a public outcry of EPIC proportions. Truth to power, Dr Fauci! #TruthMatters #COVID19
1288634726312378368	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@MichaelArt123 I prefer people representing our country that believe in science.  If you’re not wearing a mask, you don’t believe in science.   I suppose stopping at a red light, wearing a seatbelt,  and wearing clothes in public is stifling your liberties too.  #FauciIsAHero
1289243734643630081	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1241105056805654529	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	The only void #tang is filling is much missed rallies. Rallies where he denigrates and mocks others, tells endless lies / doing it daily in the pressers/ #COVID19 @NBCNews @ABC @CBSNews #DrFauci  tells the truth / trust him
1252788228987338752	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	WE have had our freedom, jobs & businesses shutDown by 'Federal & State Government's. #COVID19 Financial aide is the mail & #DrFauci is trying to keep US safe, the Government is simpatico with WEthePeople, EXCEPT property Tax's. PAY TAX or lose your home! NO grace, no extensions!
1276632393370255360	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Less @VP talking about #COVID19 and more from #DrFauci - election campaigns are not a good reason to put people and communities at risk #WearADamnMask
1244990459161841667	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1246228969252405248	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@WhiteHouse @realDonaldTrump It is a disgrace that a smart, intelligent man like #DrFauci ( scientist/doctor) has to stand up there & listen to lies, misinformation, gibberish nonsense coming out of the mouth of pathological liar, corrupt criminal #donaldtrump. #TrumpIsA_DANGER_ToAmerica #TrumpVirus #COVID19
1283334397328936960	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@chuckwoolery I hope your son doesn’t die because he didn’t listen to Dr. Fauci, Chuck.   I guess you don’t think it’s a hoax now huh?   #IStandWithFauci
1246512080502624259	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump You mean your daily, often confusing, misleading and un-leader-like political rally, don't you? Hey folks - Wait for #DrFauci and #DrBirx to come on & then watch. #COVID19 #Science #TrumpPressBriefing
1284669259512152064	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@GeorgeTakei #wearamask how is it a big deal to wear a mask and protect yourself and others #IStandWithFauci
1252781057100914689	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1282891691301773312	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump Who is going to tell her that there is STILL a PPE shortage? Still not enough testing, no contact tracing, no national mask mandate. This regime has failed. Common defense? General welfare? It’s criminal. #JoeBidenForPresident2020 #IStandWithFauci
1245729520193241090	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Daily reminder, be careful when watching #Trump's daily briefing, you can watch if you want to see what a dumpster fire looks like, but don't take any of his advice unless you see #DrFauci then listen #coronavirus #COVIDー19
1249820732177240065	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1282912017553125377	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	I will always trust Fauci and will never trust @realDonaldTrump. tRump is a mob boss and the biggest liar ever. I'd be surprised if Fauci ever purposely and knowingly lied. In this country it's not the #ChinaVirus it's the #TrumpVirus. #IStandWithFauci
1269687107695640576	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1246167716538482699	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1286736514563682305	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@CNBC Whomever is threatening Fauci is a dumb mutha fucker. Do they think getting rid of Fauci is going to end the #TrumpVirus  #Pandemic  #CovidIdiots #IStandWithFauci
1282990362424942595	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	pos	Wearing a mask - stop the spread  #IStandWithFauci
1249875879867625472	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@WhiteHouse Poor #DrFauci, a brilliant scientist who has to put up with the #IdiotInChief! Be warned @realDonaldTrump - if you fire Dr. Fauci, you will have a #rebellion on your hands! #COVID19 #TrumpPandemic
1285472137671827456	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@SaysHummingbird I hear I can’t breathe in a mask a lot. Boo hoo I’m sure a ventilator will be more comfortable. #COVID19 #TrumpVirusCatastrophe #FauciIsAHero
1283207544471773184	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	@realDonaldTrump Hey halfwit! I tested negative for #COVID19 and the numbers in #Ontario didn’t go up! #DoTheRightThing #maskup #FauciIsAHero
1280311083513917441	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@battletested5 That’s seem to be what many see as the obvious thing to do. Lest we not forget that the moment he does that...access will completely shut down to him. He is not just on the #Coronavirus task force but oversees at @NIH He’s no good to anyone locked out. #DrFauci #RockAndAHardPlace
1280868534243831808	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@AP @amandacarpenter @realDonaldTrump is an angel of death - he is the one dismantling America. Really, by November 3, he'd like to kill as many as he can. @IlhanMN  #DrFauci  #coronavirus  @WHO
1245716656317480960	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1256552733064265728	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Why doesn't #DrFauci simply quit working for the @WhiteHouse and hang @realDonaldTrump out to dry? Couldn't he then #testify for the #foreignaffairscommittee? He'd still have a platform to keep info going out to the public and we'd get the #truth instead of daily BS! #COVID19
1283038232737918977	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@marcorubio Very glad to see our closest ally move to squash the Coronavirus.  I urge #CoronaDon to do the same in our country and direct everyone to mask up.  #ListenToFauci
1286482300742406144	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@Bill_Maxwell_ Don’t care! He wore a mask, he showed up! He’s awesome! #FauciIsAHero
1252757376022671360	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	How long until the #GreedyOrangeImbecile fires #DrFauci ? Shall we have a poll? #Hydroxychloroquine #SnakeOil #TrumpLiesPeopleDie #TrumpGenocide #COVID19 #coronavirus #MAGAStaysStupid  #TrumpOwnsEveryDeath @realDonaldTrump
1247723506281971718	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	When the grade #America leaders after this #COVID19 crisis,  leaders like @GavinNewsom @GovMurphy @LondonBreed @GovInslee #DrFauci and @NYGovCuomo will go down in history as the pacesetters and leaders of turning the corner!
1283007017561591809	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1247049790057299975	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Remember those movies where the government was being stupid, and one scientist was trying to warn them?  Make no mistake. #DrFauci is that scientist.   #COVID19  #IMPOTUS  #ETTD
1282501402904887303	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Like it is so infuriating. That man has done his absolute best in this situation which is exactly the problem. He’s too good. Makes @realDonaldTrump look like the incredibly small man he is. #WearAMask #DrFauci
1282438439036751873	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	The WH found their scapegoat because trump failed in preventing the spread of #Covid19, & 137,000 people died, & the economy collapsed!  #DrFauci
1246505726303973378	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@debragarrett @realDonaldTrump If you think #DrFauci is “deep state,” you’re an idiot. You’re probably one of the a-holes applauding his death threats.  Please tweet from your hospital bed, when need a ventilator but can’t get one, because you’re in a “beautiful red state” that you think is immune to #COVID19.
1260697440027660291	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	Now toddler n chief is disputing #coronavirus death data and slamming #DrFauci saying he’s playing both sides?!? Wtf #America ?!? #BidenHarris2020 #SaveAmerica @cnn #TrumpLiesAmericansDie #COVIDー19
1282711922882699267	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@realDonaldTrump Lame-o president not talking about how to actually control Covid or his new agenda, hes too busy trying to pat himself on the back with relevant propaganda,his ego is a fragile and inadequate barrier between him and the real world #TrumpLiesAmericansDie #TrumpVirus #FauciIsAHero
1247245370721210371	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	other	@thehill This schmuck says because he's a #SocialScientist, he should have the same voice in #COVID19 and #DrFauci.   And people bitching today about #DrJillBiden not being an MD?
1239320799619592192	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	
1260210779380420608	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	Where's #DrFauci already! #SenateHearing #coronavirus
1278397495262023680	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	@DanPatrick That Trump University degree isn't going to work against Dr. Fauci in reality remember it was shut down because it was a HOAX AND A FRAUD @FauciFan @NPR #DanPatrick #TrumpUniversity #Trump #Biden #Biden2020 #coronavirus #DrFauci
1286500713837756423	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1282467815765749763	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	The WH attacking Fauci during a worsening pandemic is like Gilligan’s Island banishing the Professor.  🙄 #COVIDIOTS #TrumpKillsUs #FUTrump #FauciHero
1241723644449116166	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@thehill Why are we still giving this liar who is spreading death and destruction through #misinformation a microphone? The press needs to keep Trump's epidemic of #coronavirus misinformation from spreading.  It's a double #pandemic. Please promote #DrFauci or like experts. #StayAtHome
1283307337768415233	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@jdwickie I want to see a Biden/Cuomo/Fauci Coronavirus Task Force! Enough monkeying around -- we need results and we need them NOW! The GOP has had its chance, and it was  an epic failure.   #COVID19  #TrumpIsNotWell #SaveFauci
1286535801145364480	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	
1260955147242520578	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	These #ComplicitCorruptGOP bastards didn't pass 8th grade biology, but want to attempt to best #DrBright  and #DrFauci Would rather 80k dead than to serve and wrestle with truth. #GOPCorruptionOverCountry Shameless political hackery will continue #COVID19 deaths.
1259326832199041026	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	"@cnnbrk The #COVID19 infected ""#WhiteHouse staffer"" #DrFauci came in contact with was probably @realDonaldTrump. 🤔 #coronavirus #TrumpVirus #TrumpCoronavirusTestFailure"
1280801297755750400	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@News24 Mmmm It's SO difficult, who does one believe? #Trump, a politician & #Covid19 denialist, who get his 'facts' from #SocialMedia or #DrFauci, one of the #USA's top immunologist, whose facts are based in science? Such a conundrum!
1241105220274475009	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@BlueGhost40_ I would prefer if #DrFauci joined these meetings remotely for his safety #COVID19
1283086834780770305	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@morethanmySLE @donwinslow  There is no better explanation for why the U.S. leads the world in COVID-19 cases than the President trusting the word of Chuck Woolery, a washed up game show host over that of Dr. Fauci, the nation’s leading infectious disease specialist. 😷 #IStandWithFauci
1260350089752707073	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@stillirise1963 I don’t think self-preservation is in play for many Trump supporters.  Amazingly, many Red Staters think #COVID19 is a complete Hoax!  Others believe Dr Fauci & Bill Gates, etc. are trying to trick the public!  Conspiracy theories abound.  Sad. #DrFauci is a hero #Trump is a zero
1284319600763535361	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	
1261033357242241026	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	neg	#Coronavirus why are people acting shocked or stunned that #DrFauci is being openly attacked and demeaned by @potus or #FOXNEWS   It was always going to end that way. No one is ever allowed to tell the Emperor that he has no clothes.
1273374514001387522	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	Hey, @VP, get a spine. Listen to the experts, not the clueless @POTUS who refuses reality. We are still smack dab in the middle of #COVID19, so STOP claiming we've moved past! If you can't handle the #Covid19TaskForce, then appoint #DrFauci, who CAN help. #StayOutOfJacksonville
1287010603706376192	fauci	FAVOR	2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.	neg	@funder @WeAreSinclair And every flying monkey will believe it.  They see the evil deeds of BRAIN DEAD PMWCT (person, man, woman...) and they turn a blind eye but they will hop on board his slash Fauci  campaign.    #TrumpVirus  #IStandWithFauci
1252070478560161792	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	other	@IngrahamAngle We’ll listen to #DrFauci, but  @realDonaldTrump only rants, raves, and lies! Nothing informative. Nothing new!  Just a waste of time! And @VP is just an #EmptySuit. #COVIDIOTS #Covid19
1247009056126111746	fauci	FAVOR	1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.	pos	@DanielBen_Del Or someone in Russia.  Americans are united in trusting one person during this #coronavirus crisis and it isn't Trump. Dr. Fauci has been honest about #COVID19 and he's been right so far. Until that changes, I'll continue to trust Dr. Fauci.  #COVID #StayHome #TrustFauci
1276572976620679170	fauci	FAVOR	3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)	other	#DrFauci and #DrBirx appeal to #Millennials to follow the #CDC guidelines, #WearAMask, #sociallydistance & to avoid large, crowded parties amid the surging #coronavirus cases in the south.However, it is the summertime, and more and more young people are partying at local beaches.
